UniversityName,Website,State,CostOnCampusOutOfState,CostOnCampusInState,CostOffCampusOutOfState,CostOffCampusInState,PercentAdmitted,UndergradEnrollment,NumAssociate,NumBachelor,SATReadWrite,SATMath,ACTComposite,GrandTotalUndergrad,ProgramEducation,ProgramEngineering,ProgramScience,ProgramMath,ProgramPhysicalScience,ProgramBusiness
Ogle School Hair Skin Nails-Arlington,ogleschool.edu,TX,,,,,,233,0,,,,,413,,,,,,
Ogle School Hair Skin Nails-Dallas,www.ogleschool.edu,TX,,,,,,306,0,,,,,523,,,,,,
Ogle School Hair Skin Nails-Denton,www.ogleschool.edu,TX,,,,,,139,0,,,,,248,,,,,,
Ogle School Hair Skin Nails-Ft Worth,www.ogleschool.edu,TX,,,,,,279,0,,,,,419,,,,,,
Ogle School Hair Skin Nails-Hurst,www.ogleschool.edu,TX,,,,,,161,0,,,,,237,,,,,,
Ogle School Hair Skin Nails-North Dallas,www.ogleschool.edu,TX,,,,,,215,0,,,,,330,,,,,,
Ogle School Hair Skin Nails-San Antonio,www.ogleschool.edu,TX,,,,,,285,0,,,,,463,,,,,,
Ogle School Hair Skin Nails-Stafford,ogleschool.edu,TX,,,,,,375,0,,,,,673,,,,,,
Oglethorpe University,www.oglethorpe.edu,GA,55250,55250,43300,43300,62,1264,0,204,570,540,22,1662,,73,230,19,25,318
Ohio Business College-Sandusky,www.OhioBusinessCollege.Edu,OH,,,20331,20331,,160,60,,,,,386,,,,,,
Ohio Business College-Sheffield,www.ohiobusinesscollege.edu/,OH,,,20331,20331,,199,66,,,,,409,,,,,,
Ohio Christian University,www.ohiochristian.edu,OH,33532,33532,25456,25456,,3222,241,371,,,,4877,110,,,,,831
Ohio Dominican University,www.ohiodominican.edu,OH,45220,45220,36272,36272,75,1188,24,229,450,470,19,1329,149,16,98,12,13,317
Ohio Institute of Allied Health,www.oiah.edu,OH,,,26187,26187,,39,0,,,,,79,,,,,,
Ohio Media School-Cincinnati,www.beonair.com,OH,,,,,,156,0,,,,,194,,,,,,
Ohio Media School-Valley View,www.beonair.com,OH,,,,,,203,0,,,,,373,,,,,,
Ohio Medical Career College,www.omcc.edu,OH,,,,,,94,0,,,,,114,,,,,,
Ohio Northern University,www.onu.edu/,OH,47711,47711,36061,36061,68,2297,0,403,550,540,22,2364,85,440,120,27,35,272
Ohio State Beauty Academy,www.ohiostatebeauty.com,OH,,,,,,90,0,,,,,154,,,,,,
Ohio State College of Barber Styling,www.osbc.edu,OH,,,,,,234,0,,,,,249,,,,,,
Ohio State School of Cosmetology,https://salonschools.ohiostate.edu,OH,,,,,,32,0,,,,,65,,,,,,
Ohio State School of Cosmetology-Canal Winchester,https://salonschools.ohiostate.edu/,OH,,,,,,100,0,,,,,137,,,,,,
Ohio State School of Cosmetology-Heath,https://salonschools.ohiostate.edu/,OH,,,,,,53,0,,,,,90,,,,,,
Ohio State University Agricultural Technical Institute,ati.osu.edu/,OH,42169,23065,34833,15729,,687,222,,,,,764,,,,,,
Ohio State University-Lima Campus,lima.osu.edu/,OH,,,35682,15666,,1010,70,102,,,,1182,176,14,96,3,7,49
Ohio State University-Main Campus,www.osu.edu/,OH,47383,27367,37039,17023,52,46820,1,10761,590,650,27,49274,1659,8104,4432,1216,925,7901
Ohio State University-Mansfield Campus,mansfield.osu.edu/,OH,43018,23002,35682,15666,,1096,113,78,,,,1322,150,17,61,2,18,49
Ohio State University-Marion Campus,osumarion.osu.edu/,OH,,,35682,15666,,1251,93,72,,,,1452,185,50,100,2,13,59
Ohio State University-Newark Campus,newark.osu.edu/,OH,43018,23002,35682,15666,,2870,509,128,,,,3004,308,38,167,7,41,146
Ohio Technical Center at Vantage Career Center,www.vantagecareercenter.com,OH,,,,,,92,0,,,,,114,,,,,,
Ohio Technical College,www.ohiotech.edu,OH,,,,,,905,207,,,,,1144,,,,,,
Ohio Technical College-PowerSport Institute,,OH,,,,,,,,,,,,,,,,,,
Ohio University-Chillicothe Campus,www.ohio.edu/chillicothe/,OH,,,14038,11046,,1586,138,0,,,,2137,139,13,37,,5,223
Ohio University-Eastern Campus,www.eastern.ohiou.edu,OH,,,14038,11046,,512,14,0,,,,721,67,3,44,,1,42
Ohio University-Lancaster Campus,www.lancaster.ohiou.edu,OH,,,14038,11046,,1568,100,0,,,,2070,158,30,34,2,15,175
Ohio University-Main Campus,www.ohio.edu,OH,38450,28986,28026,18562,78,22309,83,6917,540,530,21,25968,1049,1290,1538,52,477,2573
Ohio University-Southern Campus,www.southern.ohiou.edu/,OH,,,14038,11046,,1235,130,0,,,,1674,128,2,13,1,4,158
Ohio University-Zanesville Campus,www.zanesville.ohiou.edu/,OH,,,14038,11046,,1103,62,0,,,,1439,97,3,24,,7,74
Ohio Valley College of Technology,ovct.edu,OH,,,17336,17336,,201,92,,,,,300,,,,,,
Ohio Valley Hospital School of Nursing,www.ohiovalleyhospital.org,PA,,,18800,18800,74,80,0,,,,,83,,,,,,
Ohio Valley University,https://www.ovu.edu,WV,32880,32880,24700,24700,34,481,9,79,480,480,18,563,44,,33,3,,150
Ohio Wesleyan University,www.owu.edu/,OH,61910,61910,48960,48960,69,1561,0,339,,,,1603,47,,180,19,66,192
Ohlone College,www.ohlone.edu,CA,,,13324,7660,,8835,681,,,,,15318,,,,,,
Ohr Hameir Theological Seminary,https://ohrhameir.com,NY,21350,21350,,,,94,22,0,,,,134,,,,,,
Oikos University,www.oikos.edu,CA,,,8838,8838,43,62,0,2,,,,27,,,,,,
Okaloosa Technical College,www.OTCollege.net,FL,,,,,,336,0,,,,,515,,,,,,
Oklahoma Baptist University,https://www.okbu.edu,OK,41576,41576,33958,33958,64,1886,0,366,500,490,20,2088,208,,174,14,28,254
Oklahoma Christian University,www.oc.edu,OK,36605,36605,28415,28415,65,1905,0,393,510,510,20,2119,140,233,127,24,11,260
Oklahoma City Community College,www.occc.edu,OK,,,15100,9349,,12039,1571,,,,,17875,,,,,,
Oklahoma City University,www.okcu.edu,OK,44172,44172,35276,35276,76,1709,0,562,550,540,23,1882,220,7,83,7,18,158
Oklahoma Panhandle State University,www.opsu.edu,OK,17165,16421,10220,9476,,1262,115,213,,,,1357,89,,103,9,5,155
Oklahoma State University Center for Health Sciences,https://health.okstate.edu,OK,,,,,,0,0,0,,,,,,,,,,
Oklahoma State University Institute of Technology,www.osuit.edu/,OK,19602,13992,13536,7926,,2401,553,73,,,,3290,57,,,,,71
Oklahoma State University-Main Campus,www.okstate.edu/,OK,39625,24105,30629,15109,74,20597,0,4398,540,520,22,22753,894,2680,1607,119,163,4154
Oklahoma State University-Oklahoma City,www.osuokc.edu,OK,,,16201,10105,,5701,824,15,,,,8546,,,,,,477
Oklahoma Technical College,www.oklahomatechnicalcollege.com/,OK,,,,,,132,0,,,,,257,,,,,,
Oklahoma Wesleyan University,www.okwu.edu,OK,40306,40306,31962,31962,68,911,39,226,244,446,16,1276,108,,35,3,8,292
Old Dominion University,www.odu.edu,VA,45356,26456,33736,14836,87,19372,0,3873,500,490,18,21924,906,811,535,78,125,1161
Old Town Barber College-Wichita,www.otbcollege.com,KS,,,,,,35,0,,,,,84,,,,,,
Oliver Finley Academy of Cosmetology,oliverfinley.com,ID,,,,,,250,0,,,,,351,,,,,,
Olivet College,https://www.olivetcollege.edu,MI,41236,41236,31646,31646,71,1055,0,179,430,420,16,1241,,,109,8,14,252
Olivet Nazarene University,www.olivet.edu,IL,47670,47670,40370,40370,65,3231,0,756,510,490,20,3796,283,314,201,14,36,440
Olney Central College,www.iecc.edu/occ,IL,,,14634,12643,,1112,275,,,,,2016,,,,,,
Olympian Academy of Cosmetology,www.olympusbeauty.com,NM,,,,,,742,0,,,,,1347,,,,,,
Olympic College,www.olympic.edu,WA,19091,18621,9056,8586,,6620,1350,58,,,,9821,145,,,1,,354
Omega Graduate School,www.ogs.edu/,TN,,,,,,0,0,0,,,,,,,,,,
Omega Institute of Cosmetology,www.omegainstitutes.com,LA,,,,,,54,0,,,,,76,,,,,,
Omega Studios' School of Applied Recording Arts & Sciences,www.omegastudios.com/,MD,,,,,,107,0,,,,,151,,,,,,
Omnitech Institute,www.omnitech.edu,GA,,,,,,118,0,,,,,192,,,,,,
Onondaga Community College,www.sunyocc.edu,NY,22210,17310,15024,10124,,9834,1175,,,,,14800,,,,,,
Onondaga Cortland Madison BOCES,ocmboces.org,NY,,,,,,427,0,,,,,766,,,,,,
Onondaga School of Therapeutic Massage-Rochester,www.ostm.edu/,NY,,,,,,95,0,,,,,128,,,,,,
Onondaga School of Therapeutic Massage-Syracuse,www.ostm.edu,NY,,,,,,60,0,,,,,93,,,,,,
Opelousas School of Cosmetology,www.opelousascosmetology.com,LA,,,,,,8,0,,,,,22,,,,,,
Oral Roberts University,oru.edu,OK,42660,42660,33210,33210,81,3529,0,499,515,500,19,3693,179,166,230,15,11,543
Orange Coast College,www.orangecoastcollege.edu/,CA,,,14260,7468,,21122,2107,,,,,29007,,,,,,
Orange County Community College,www.sunyorange.edu/,NY,,,15172,10196,,6617,812,,,,,8235,,,,,,
Orange Technical College-Mid Florida Campus,www.orangetechcollege.net,FL,,,,,,2388,0,,,,,3066,,,,,,
Orange Technical College-Orlando Campus,https://www.orangetechcollege.net,FL,,,,,,1068,0,,,,,1588,,,,,,
Orange Technical College-Westside Campus,https://www.orangetechcollege.net/campuses/Westside,FL,,,,,,1594,0,,,,,1938,,,,,,
Orange Technical College-Winter Park Campus,https://www.orangetechcollege.net/campuses/winter_park,FL,,,,,,1081,0,,,,,1883,,,,,,
Orange Ulster BOCES-Practical Nursing Program,www.ouboces.org,NY,,,,,93,80,0,,,,,88,,,,,,
Orangeburg Calhoun Technical College,www.octech.edu,SC,,,14926,12934,,2387,221,,,,,3324,,,,,,
Oregon Coast Community College,www.oregoncoastcc.org,OR,,,13740,9906,,409,63,,,,,716,,,,,,
Oregon College of Art and Craft,www.ocac.edu,OR,49015,49015,39015,39015,98,103,0,21,,,,116,,,,,,
Oregon College of Oriental Medicine,ocom.edu,OR,,,,,,0,0,0,,,,,,,,,,
Oregon Health & Science University,www.ohsu.edu,OR,,,,,,782,0,350,,,,876,,,,,,
Oregon Institute of Technology,www.oit.edu,OR,42802,24252,32743,14193,96,5206,32,663,510,520,20,8042,,788,130,35,,194
Oregon State University,https://oregonstate.edu,OR,45867,26892,33945,14970,81,25699,0,5240,540,540,22,31121,422,5095,1590,252,613,3346
Oregon State University-Cascades Campus,https://osucascades.edu,OR,45129,25884,33225,13980,78,978,0,276,505,520,21,1213,,97,54,,,138
Orion Institute,www.orion.edu,OH,,,,,,85,0,,,,,90,,,,,,
Orleans Niagara BOCES-Practical Nursing Program,www.ONBOCES.org,NY,,,,,46,50,0,,,,,54,,,,,,
Orleans Technical College,https://www.orleanstech.edu,PA,,,,,43,284,9,,,,,529,,,,,,
Orlo School of Hair Design and Cosmetology,www.theorloschool.com,NY,,,,,,42,0,,,,,83,,,,,,
Osceola Technical College,otec.osceolaschools.net,FL,,,,,,655,0,,,,,835,,,,,,
Otero Junior College,WWW.OJC.EDU,CO,20322,17939,16546,14163,,1262,169,,,,,1731,,,,,,
Otero Junior College - East School,,CO,,,,,,,,,,,,,,,,,,
Otero Junior College - Fort Lyon Colorado Coalition for the Homeless,,CO,,,,,,,,,,,,,,,,,,
Otero Junior College - La Junta High School,,CO,,,,,,,,,,,,,,,,,,
Otis College of Art and Design,www.otis.edu,CA,66160,66160,52110,52110,94,1086,0,278,540,510,20,1118,,,,,,
Otsego Area BOCES-Practical Nursing Program,www.oncboces.org,NY,,,,,,30,0,,,,,37,,,,,,
Ottawa University-Jeffersonville,www.ottawa.edu,IN,,,,,100,38,0,26,,,,106,,,,,,17
Ottawa University-Kansas City,www.ottawa.edu,KS,,,,,,328,0,150,,,,527,37,,,8,,144
Ottawa University-Milwaukee,www.ottawa.edu,WI,,,,,,153,0,72,,,,280,,,,1,,70
Ottawa University-Online,www.ottawa.edu/,KS,,,,,97,164,0,81,,,,328,4,,,33,,26
Ottawa University-Ottawa,www.ottawa.edu,KS,44460,44460,34140,34140,78,706,0,101,480,470,17,728,70,36,54,1,,161
Ottawa University-Phoenix,www.ottawa.edu,AZ,,,,,,344,0,134,,,,586,61,,,1,,68
Ottawa University-Surprise,www.ottawa.edu/ouaz/home/,AZ,44295,44295,,,47,598,0,0,480,460,15,509,41,17,42,,,161
Otterbein University,www.otterbein.edu,OH,46908,46908,37132,37132,81,2494,0,454,555,550,21,2644,217,111,153,22,35,337
Ouachita Baptist University,www.obu.edu,AR,38770,38770,30820,30820,64,1660,16,314,520,520,21,1656,181,,172,15,37,280
Our Lady of the Lake University,www.ollusa.edu,TX,43168,43168,33240,33240,93,1419,0,287,460,450,17,1453,137,,157,10,5,187
Owens Community College,https://www.owens.edu,OH,,,13178,9266,,9460,1009,,,,,17116,,,,,,
Owensboro Community and Technical College,https://owensboro.kctcs.edu,KY,,,18250,8098,,3940,557,,,,,5286,,,,,,
Oxford Academy of Hair Design Inc,www.oxfordhairacademy.com,CT,,,,,,99,0,,,,,130,,,,,,
Oxnard College,www.oxnardcollege.edu,CA,,,13125,7463,,7418,687,,,,,11162,,,,,,
Ozark Christian College,www.occ.edu,MO,22178,22178,16632,16632,58,608,23,121,510,510,20,653,,,,,,
Ozarka College,www.ozarka.edu,AR,17696,15344,10756,8404,,1123,153,,,,,1588,,,,,,
Ozarks Technical Community College,www.otc.edu,MO,,,9584,8624,,12221,1707,,,,,17567,,,,,,
P B Cosmetology Education Center,pbbeautyschool.com/,NJ,,,,,,132,0,,,,,283,,,,,,
P C Age-Jersey City,www.pcage.edu,NJ,,,,,,227,0,,,,,326,,,,,,
P&A Scholars Beauty School,www.pandascholars.com,MI,,,,,,278,0,,,,,371,,,,,,
Pace University,www.pace.edu,NY,66499,66499,49220,49220,76,8677,24,1746,540,520,22,9652,196,1,294,21,24,2098
Pacific Bible College,pacificbible.com,OR,,,5350,5350,,45,2,,,,,84,,,,,,
Pacific College,www.pacific-college.edu,CA,,,,,60,301,114,30,,,,513,,,,,,
Pacific College of Oriental Medicine-Chicago,www.PacificCollege.edu,IL,,,18037,18037,,48,3,0,,,,56,,,,,,
Pacific College of Oriental Medicine-New York,www.pacificcollege.edu,NY,,,24548,24548,,188,28,4,,,,174,,,,,,
Pacific College of Oriental Medicine-San Diego,www.PacificCollege.edu,CA,,,14197,14197,,146,18,0,,,,204,,,,,,
Pacific Lutheran University,www.plu.edu,WA,56784,56784,46546,46546,80,2836,0,603,540,530,20,2862,106,,116,33,130,240
Pacific Northwest College of Art,pnca.edu,OR,55410,55410,42340,42340,93,463,0,96,,,,450,,,,,,
Pacific Northwest University of Health Sciences,https://www.pnwu.edu,WA,,,,,,0,0,0,,,,,,,,,,
Pacific Oaks College,www.pacificoaks.edu,CA,,,16520,16520,31,476,0,243,,,,692,174,,,,,
Pacific Rim Christian University,pacrim.edu,HI,21877,21877,15872,15872,70,126,7,14,,,,147,,,,,,
Pacific School of Religion,www.psr.edu,CA,,,,,,0,0,0,,,,,,,,,,
Pacific States University,www.psuca.edu,CA,,,20565,20565,,6,0,2,,,,8,,,,,,6
Pacific Union College,www.puc.edu,CA,43527,43527,36490,36490,49,1058,115,247,490,460,18,1410,57,5,50,1,10,90
Pacific University,https://www.pacificu.edu,OR,59490,59490,46962,46962,85,1894,0,469,530,530,21,1965,86,,86,22,41,114
Pacifica Graduate Institute,www.pacifica.edu,CA,,,,,,0,0,0,,,,,,,,,,
Paier College of Art Inc,www.paiercollegeofart.edu,CT,,,22070,22070,,83,2,13,,,,85,,,,,,
Paine College,www.paine.edu,GA,26782,26782,19250,19250,40,469,0,74,410,370,14,478,36,,85,25,6,116
Palace Beauty College,www.palacebeautycollege.com,CA,,,,,,151,0,,,,,399,,,,,,
Palladium Technical Academy Inc,palladium.edu,CA,,,,,,33,0,,,,,46,,,,,,
Palm Beach Academy of Health & Beauty,www.pbacademy.net,FL,,,,,,71,0,,,,,286,,,,,,
Palm Beach Academy of Health & Beauty-Distinct Health Educational Center,pbacademy.net/,FL,,,,,,,0,,,,,12,,,,,,
Palm Beach Atlantic University,www.pba.edu,FL,48914,48914,39782,39782,95,2855,0,512,510,490,20,3323,147,,195,9,91,538
Palm Beach State College,www.palmbeachstate.edu/,FL,,,13032,6744,,31816,4211,346,,,,44024,274,,,,,2009
Palmer College of Chiropractic,www.palmer.edu,IA,32054,32054,22564,22564,,24,6,59,,,,66,,,,,,
Palmetto Beauty School,www.palmettocosmo.com,SC,,,,,,27,0,,,,,29,,,,,,
Palo Alto College,alamo.edu/pac/,TX,,,19755,12225,,9852,1321,,,,,18034,,,,,,
Palo Alto University,www.paloaltou.edu,CA,,,,,,102,0,57,,,,159,,,,,,
Palo Verde College,www.paloverde.edu,CA,,,18568,10736,,4118,106,,,,,6809,,,,,,
Palomar College,www2.palomar.edu/,CA,,,14984,7620,,23917,1527,,,,,35282,,,,,,
Palomar Institute of Cosmetology,pic.edu/,CA,,,,,,149,0,,,,,224,,,,,,
Pamlico Community College,www.pamlicocc.edu,NC,,,10895,6287,,527,49,,,,,693,,,,,,
Panache Academy of Beauty,panacheacademyofbeauty.com,WI,,,,,,59,0,,,,,79,,,,,,
Panola College,www.panola.edu,TX,17974,17086,12958,12070,,2766,352,,,,,3522,,,,,,
Paradise Valley Community College,www.pvc.maricopa.edu,AZ,,,16874,11090,,8115,762,,,,,12427,,,,,,
Paramount Beauty Academy,www.paramountbeautyacademy.com,OH,,,,,,33,0,,,,,58,,,,,,
Pardee RAND Graduate School,www.prgs.edu,CA,,,,,,0,0,0,,,,,,,,,,
Paris Junior College,www.parisjc.edu/,TX,16847,15347,11747,10247,,4959,440,,,,,6529,,,,,,
Parisian Beauty School,paulmitchell.edu/hackensack/,NJ,,,,,,412,0,,,,,690,,,,,,
Parisian Spa Institute,psijax.edu,FL,,,,,,128,0,,,,,243,,,,,,
Park Place Premier Barber School,www.parkplacebarberschool.com,LA,,,,,,34,0,,,,,36,,,,,,
Park University,www.park.edu,MO,24499,24499,16827,16827,,9569,273,1931,,,,13931,228,6,66,19,19,3845
Parker University,www.parker.edu/,TX,,,20064,20064,,458,82,45,,,,731,,,32,,,10
Parkland College,https://www.parkland.edu/,IL,,,20370,15600,,7074,875,,,,,12238,,,,,,
Paroba College of Cosmetology,www.paroba.edu,WA,,,,,87,111,0,,,,,215,,,,,,
Pasadena City College,pasadena.edu/,CA,,,13832,7450,,26862,2850,,,,,37252,,,,,,
Pasco-Hernando State College,https://www.phsc.edu,FL,,,17560,8683,,11525,1602,150,,,,15416,12,,,,,915
Passaic County Community College,www.pccc.edu,NJ,,,12476,10586,,6480,692,,,,,10660,,,,,,
Pat Goins Benton Road Beauty School,www.patgoins.edu,LA,,,,,,85,0,,,,,168,,,,,,
Pat Goins Ruston Beauty School,www.patgoins.edu,LA,,,,,,,0,,,,,53,,,,,,
Patrick Henry Community College,www.patrickhenry.edu,VA,,,15962,10034,,2266,442,,,,,2958,,,,,,
Paul D Camp Community College,www.pdc.edu/,VA,,,14400,8472,,1288,102,,,,,1898,,,,,,
Paul Mitchell the School-Ardmore,paulmitchell.edu/ardmore/,OK,,,,,,27,0,,,,,59,,,,,,
Paul Mitchell the School-Arkansas,https://paulmitchell.edu/arkansas/,AR,,,,,,95,0,,,,,156,,,,,,
Paul Mitchell the School-Arlington,paulmitchell.edu/arlington,TX,,,,,,328,0,,,,,447,,,,,,
Paul Mitchell the School-Atlanta,paulmitchell.edu/atlanta,GA,,,,,,212,0,,,,,337,,,,,,
Paul Mitchell the School-Austin,https://paulmitchell.edu/austin,TX,,,,,,140,0,,,,,245,,,,,,
Paul Mitchell the School-Birmingham,birmingham.paulmitchell.edu,AL,,,,,,132,0,,,,,179,,,,,,
Paul Mitchell the School-Boise,paulmitchell.edu/boise/,ID,,,,,,265,0,,,,,359,,,,,,
Paul Mitchell the School-Bradley,paulmitchell.edu/bradley,IL,,,,,,236,0,,,,,419,,,,,,
Paul Mitchell the School-Charleston,paulmitchell.edu/charleston,SC,,,,,,199,0,,,,,281,,,,,,
Paul Mitchell the School-Chicago,paulmitchell.edu/chicago,IL,,,,,,183,0,,,,,294,,,,,,
Paul Mitchell the School-Cincinnati,cincinnati.paulmitchell.edu,OH,,,,,,230,0,,,,,346,,,,,,
Paul Mitchell the School-Cleveland,paulmitchell.edu/cleveland/,OH,,,,,,153,0,,,,,226,,,,,,
Paul Mitchell the School-Colorado Springs,paulmitchell.edu/coloradosprings,CO,,,,,,199,0,,,,,308,,,,,,
Paul Mitchell the School-Columbia,paulmitchell.edu/columbia,SC,,,,,,228,0,,,,,314,,,,,,
Paul Mitchell the School-Columbus,paulmitchell.edu/columbus,OH,,,,,,142,0,,,,,254,,,,,,
Paul Mitchell the School-Costa Mesa,paulmitchell.edu/costamesa/,CA,,,,,,364,0,,,,,494,,,,,,
Paul Mitchell the School-Danbury,paulmitchell.edu/danbury,CT,,,,,,,0,,,,,155,,,,,,
Paul Mitchell the School-Delaware,paulmitchell.edu/delaware,DE,,,,,,127,0,,,,,158,,,,,,
Paul Mitchell the School-Denver,paulmitchell.edu/denver,CO,,,,,,201,0,,,,,314,,,,,,
Paul Mitchell the School-East Bay,paulmitchell.edu/eastbay/,CA,,,,,,197,0,,,,,290,,,,,,
Paul Mitchell the School-Esani,https://paulmitchell.edu/atlanta-esani,GA,,,,,,303,0,,,,,445,,,,,,
Paul Mitchell The School-Farmington Hills,paulmitchell.edu/farmingtonhills,MI,,,,,,125,0,,,,,120,,,,,,
Paul Mitchell the School-Fayetteville,paulmitchell.edu/fayetteville,NC,,,,,,159,0,,,,,224,,,,,,
Paul Mitchell the School-Fort Myers,paulmitchell.edu/fortmyers,FL,,,,,,128,0,,,,,194,,,,,,
Paul Mitchell the School-Fresno,paulmitchell.edu/fresno,CA,,,,,,295,0,,,,,403,,,,,,
Paul Mitchell the School-Gastonia,carolina.paulmitchell.edu/gastonia-nc,NC,,,,,,494,0,,,,,547,,,,,,
Paul Mitchell the School-Grand Rapids,paulmitchell.edu/grandrapids,MI,,,,,,96,0,,,,,144,,,,,,
Paul Mitchell the School-Great Lakes,paulmitchell.edu/porthuron,MI,,,,,,80,0,,,,,121,,,,,,
Paul Mitchell the School-Green Bay,paulmitchell.edu/greenbay,WI,,,,,,,0,,,,,167,,,,,,
Paul Mitchell the School-Greenville,paulmitchell.edu/greenville,SC,,,,,,171,0,,,,,261,,,,,,
Paul Mitchell the School-Honolulu,paulmitchell.edu/honolulu,HI,,,,,,139,0,,,,,191,,,,,,
Paul Mitchell the School-Houston,paulmitchell.edu/houston,TX,,,,,,471,0,,,,,647,,,,,,
Paul Mitchell the School-Huntsville,https://paulmitchell.edu/huntsville,AL,,,,,,165,0,,,,,198,,,,,,
Paul Mitchell the School-Indianapolis,paulmitchell.edu/indianapolis/,IN,,,,,,159,0,,,,,227,,,,,,
Paul Mitchell the School-Jacksonville,paulmitchell.edu/jacksonville,FL,,,,,,188,0,,,,,328,,,,,,
Paul Mitchell the School-Jersey Shore,jersey-shore.paulmitchell.edu,NJ,,,,,,172,0,,,,,166,,,,,,
Paul Mitchell the School-Jessup,https://paulmitchell.edu/jessup,MD,,,,,,132,0,,,,,145,,,,,,
Paul Mitchell the School-Knoxville,knoxville.paulmitchell.edu,TN,,,,,,177,0,,,,,244,,,,,,
Paul Mitchell the School-Lansing,paulmitchell.edu/lansing/,MI,,,,,,44,0,,,,,80,,,,,,
Paul Mitchell the School-Las Vegas,paulmitchell.edu/lasvegas,NV,,,,,,261,0,,,,,450,,,,,,
Paul Mitchell the School-Lexington,paulmitchell.edu/lexington,KY,,,,,,193,0,,,,,323,,,,,,
Paul Mitchell the School-Logan,paulmitchell.edu/logan,UT,,,,,,132,0,,,,,176,,,,,,
Paul Mitchell the School-Lombard,paulmitchell.edu/lombard,IL,,,,,,126,0,,,,,215,,,,,,
Paul Mitchell the School-Louisville,louisville.paulmitchell.edu,KY,,,,,,154,0,,,,,238,,,,,,
Paul Mitchell the School-Madison,paulmitchell.edu/madison,WI,,,,,,53,0,,,,,96,,,,,,
Paul Mitchell the School-Memphis,memphis.paulmitchell.edu,TN,,,,,,220,0,,,,,265,,,,,,
Paul Mitchell the School-Merrillville,paulmitchell.edu/merrillville,IN,,,,,,72,0,,,,,130,,,,,,
Paul Mitchell the School-Miami,paulmitchell.edu/miami,FL,,,,,,131,0,,,,,204,,,,,,
Paul Mitchell the School-Michigan,paulmitchell.edu/sterlingheights,MI,,,,,,183,0,,,,,290,,,,,,
Paul Mitchell the School-Milwaukee,paulmitchell.edu/milwaukee,WI,,,,,,85,0,,,,,136,,,,,,
Paul Mitchell the School-Missouri Columbia,missouricolumbia.paulmitchell.edu/,MO,,,,,,100,0,,,,,144,,,,,,
Paul Mitchell the School-Modesto,modesto.paulmitchell.edu/,CA,,,,,,230,0,,,,,401,,,,,,
Paul Mitchell the School-Monroe,paulmitchell.edu/monroe,WI,,,,,,,,,,,,,,,,,,
Paul Mitchell the School-Murfreesboro,www.paulmitchelltheschool.com,TN,,,,,,238,0,,,,,298,,,,,,
Paul Mitchell the School-Nampa,paulmitchell.edu/nampa/,ID,,,,,,117,0,,,,,153,,,,,,
Paul Mitchell the School-Normal,paulmitchell.edu/normal/,IL,,,,,,110,0,,,,,181,,,,,,
Paul Mitchell the School-North Haven,paulmitchell.edu/northhaven,CT,,,,,,193,0,,,,,259,,,,,,
Paul Mitchell the School-Ogden,paulmitchell.edu/ogden,UT,,,,,,130,0,,,,,232,,,,,,
Paul Mitchell the School-Orlando,paulmitchell.edu/orlando,FL,,,,,,250,0,,,,,405,,,,,,
Paul Mitchell the School-Overland Park,paulmitchell.edu/overlandpark,KS,,,,,,188,0,,,,,280,,,,,,
Paul Mitchell the School-Pasadena,paulmitchell.edu/pasadena,CA,,,,,,227,0,,,,,360,,,,,,
Paul Mitchell the School-Phoenix,paulmitchell.edu/phoenix,AZ,,,,,,122,0,,,,,173,,,,,,
Paul Mitchell the School-Portland,paulmitchell.edu/portland,OR,,,,,,165,0,,,,,227,,,,,,
Paul Mitchell the School-Portsmouth,paulmitchell.edu/portsmouth,NH,,,,,,50,0,,,,,49,,,,,,
Paul Mitchell the School-Provo,paulmitchell.edu/provo,UT,,,,,,115,0,,,,,166,,,,,,
Paul Mitchell the School-Raleigh,paulmitchell.edu/raleigh,NC,,,,,,155,0,,,,,228,,,,,,
Paul Mitchell the School-Reno,paulmitchell.edu/reno,NV,,,,,,180,0,,,,,299,,,,,,
Paul Mitchell the School-Rexburg,paulmitchell.edu/rexburg,ID,,,,,,196,0,,,,,236,,,,,,
Paul Mitchell the School-Rhode Island,paulmitchell.edu/rhodeisland,RI,,,,,,154,0,,,,,299,,,,,,
Paul Mitchell the School-Richland,paulmitchell.edu/richland,WA,,,,,,260,0,,,,,315,,,,,,
Paul Mitchell the School-Roanoke,roanoke.paulmitchell.edu,VA,,,,,,89,0,,,,,110,,,,,,
Paul Mitchell the School-Sacramento,paulmitchell.edu/sacramento/,CA,,,,,,421,0,,,,,804,,,,,,
Paul Mitchell the School-Salt Lake City,paulmitchell.edu/saltlakecity,UT,,,,,,283,0,,,,,410,,,,,,
Paul Mitchell the School-San Antonio,paulmitchell.edu/sanantonio,TX,,,,,,272,0,,,,,388,,,,,,
Paul Mitchell the School-San Diego,paulmitchell.edu/sandiego,CA,,,,,,254,0,,,,,398,,,,,,
Paul Mitchell the School-Schenectady,paulmitchell.edu/schenectady/,NY,,,,,,120,0,,,,,225,,,,,,
Paul Mitchell the School-Sherman Oaks,paulmitchell.edu/shermanoaks,CA,,,,,,276,0,,,,,441,,,,,,
Paul Mitchell the School-Spokane,paulmitchell.edu/spokane/,WA,,,,,,134,0,,,,,248,,,,,,
