UniversityName,Website,State,CostOnCampusOutOfState,CostOnCampusInState,CostOffCampusOutOfState,CostOffCampusInState,PercentAdmitted,UndergradEnrollment,NumAssociate,NumBachelor,SATReadWrite,SATMath,ACTComposite,GrandTotalUndergrad,ProgramEducation,ProgramEngineering,ProgramScience,ProgramMath,ProgramPhysicalScience,ProgramBusiness
Strayer University-West Virginia,www.strayer.edu/west-virginia/teays-valley,WV,,,17232,17232,,205,6,16,,,,260,,,,,,113
Studio Academy of Beauty,www.tsaob.com,AZ,,,,,,398,0,,,,,727,,,,,,
Studio Beauty School,www.studiobeautyschool.com,WA,,,,,,68,0,,,,,104,,,,,,
Studio Incamminati,www.studioincamminati.org,PA,,,23197,23197,100,40,0,,,,,36,,,,,,
Studio Jewelers,www.studiojewelersltd.com,NY,,,,,,24,0,,,,,76,,,,,,
Stylemaster College of Hair Design,stylemasters.edu,WA,,,,,,57,0,,,,,105,,,,,,
Suffolk Beauty Academy,suffolkbeautyacademy.edu,VA,,,,,,20,0,,,,,34,,,,,,
Suffolk County Community College,www3.sunysuffolk.edu,NY,,,15522,10302,,26078,3784,,,,,33424,,,,,,
Suffolk University,www.suffolk.edu,MA,57871,57871,44639,44639,85,5044,1,1140,520,510,21,5668,,12,278,31,64,2230
Sul Ross State University,www.sulross.edu,TX,30426,20466,21494,11534,99,2137,0,430,,,,2735,48,,105,37,33,242
Sullivan and Cogliano Training Center,www.sctrain.edu,FL,,,,,,,,,,,,,,,,,,
Sullivan College of Technology and Design,,KY,,,,,,,,,,,,,,,,,,
Sullivan County Community College,www.sunysullivan.edu/,NY,23802,18988,13974,9160,,1534,226,,,,,1986,,,,,,
Sullivan University,www.sullivan.edu,KY,29044,29044,22065,22065,,2684,480,246,,,,4484,,,,,,1036
SUM Bible College and Theological Seminary,www.sum.edu,CA,22990,22990,13501,13501,66,447,0,64,,,,586,,,,,,
Summit Academy Opportunities Industrialization Center,WWW.SAOIC.ORG,MN,,,,,,384,0,,,,,876,,,,,,
Summit Christian College,www.summitcc.net,NE,12018,12018,8386,8386,100,27,4,1,,,18,30,,,,,,
Summit College,www.summitcollege.edu,CA,,,,,,306,0,,,,,1371,,,,,,
Summit Salon Academy,summitsalonacademytampa.com/,FL,,,,,,167,0,,,,,235,,,,,,
Summit Salon Academy,www.andersonsalonacademy.com,IN,,,,,,102,0,,,,,163,,,,,,
Summit Salon Academy,www.summitsalonacademy.edu,WA,,,,,,121,0,,,,,175,,,,,,
Summit Salon Academy-Gainesville,www.ssag.edu,FL,,,,,,68,0,,,,,133,,,,,,
Summit Salon Academy-Kokomo,kokomobeautyschool.com,IN,,,,,,102,0,,,,,149,,,,,,
Summit Salon Academy-Lexington,www.summitsalonacademy.org/,KY,,,,,,37,0,,,,,149,,,,,,
Summit Salon Academy-Perrysburg,www.summitsalonacademyperrysburg.edu,OH,,,,,,56,0,,,,,98,,,,,,
Summit Salon Academy-Portland,www.summitsalonacademyportland.com,OR,,,,,,56,0,,,,,68,,,,,,
Sumner College,sumnercollege.edu/,OR,,,,,100,321,41,,,,,424,,,,,,
Sumter Beauty College,www.sumterbeautycollege.com,SC,,,,,,19,0,,,,,35,,,,,,
Suncoast Technical College,suncoast.edu,FL,,,,,,1102,0,,,,,2069,,,,,,
Suncoast Technical Education Center,www.sunteched.com,FL,,,,,,54,0,,,,,50,,,,,,
Sunstate Academy,www.sunstate.edu,FL,,,,,,359,0,,,,,584,,,,,,
Sunstate Academy,www.sunstate.edu,FL,,,,,,312,0,,,,,476,,,,,,
Sunstate Academy-Jones Technical Institute,www.jtech.org,FL,,,19329,19329,,307,143,,,,,628,,,,,,
SUNY at Albany,www.albany.edu,NY,43574,26734,29971,13131,52,13598,0,3066,550,550,22,15178,169,79,653,179,228,941
SUNY at Fredonia,www.fredonia.edu,NY,33682,23902,22417,12637,76,4431,0,981,490,480,21,4681,771,,231,27,95,551
SUNY at Purchase College,www.purchase.edu,NY,36762,26982,23608,13828,65,4134,0,961,550,510,21,4683,,,145,61,11,
SUNY Broome Community College,WWW.SUNYBROOME.EDU,NY,25327,20599,14123,9395,,6507,1156,,,,,9473,,,,,,
SUNY Buffalo State,suny.buffalostate.edu/,NY,35626,25846,22208,12428,61,8082,0,1686,400,460,,9749,804,,395,65,114,693
SUNY College at Brockport,https://www.brockport.edu,NY,34388,24608,22800,13020,53,7057,0,1754,510,510,20,8026,455,,289,94,135,986
SUNY College at Geneseo,www.geneseo.edu/,NY,35541,25761,21931,12151,65,5518,0,1198,560,560,24,5863,868,,925,167,320,781
SUNY College at Old Westbury,www.oldwestbury.edu,NY,33913,24133,23423,13643,78,4784,0,1069,480,470,,6119,443,,,,,1062
SUNY College at Oswego,https://www.oswego.edu/,NY,34560,24780,20720,10940,54,7081,0,1635,540,530,21,9847,711,168,613,59,230,1614
SUNY College at Plattsburgh,www.plattsburgh.edu,NY,34839,25059,24987,15207,54,5297,0,1216,540,510,21,6069,221,,362,42,87,1054
SUNY College at Potsdam,www.potsdam.edu,NY,34694,24914,21784,12004,64,3298,0,681,,,,3996,644,,269,89,84,242
SUNY College of Agriculture and Technology at Cobleskill,www.cobleskill.edu/,NY,35887,26107,22537,12757,77,2278,256,397,430,430,,3277,49,,37,,,149
SUNY College of Environmental Science and Forestry,www.esf.edu,NY,38774,28994,22304,12524,61,1825,48,472,560,560,23,1915,,274,754,,47,56
SUNY College of Optometry,www.sunyopt.edu,NY,,,,,,0,0,0,,,,,,,,,,
SUNY College of Technology at Alfred,www.alfredstate.edu,NY,32247,25422,21540,14715,63,3737,723,390,470,480,19,4060,,17,25,,,651
SUNY College of Technology at Canton,www.canton.edu,NY,28503,24513,17287,13297,78,3213,464,385,450,450,17,4981,,14,,,,383
SUNY College of Technology at Delhi,www.delhi.edu,NY,28240,24270,17580,13610,64,3170,506,434,470,450,17,4138,,,,,,584
SUNY Cortland,www2.cortland.edu,NY,35000,25220,22514,12734,44,6343,0,1540,530,530,22,7124,2043,,354,35,78,422
SUNY Downstate Medical Center,www.downstate.edu/,NY,,,,,,211,0,190,,,,370,,,,,,
SUNY Empire State College,www.esc.edu,NY,,,19997,10217,,9307,610,2352,,,,15814,535,,,,667,3369
SUNY Maritime College,www.sunymaritime.edu,NY,35685,25905,23163,13383,72,1586,10,412,535,540,22,1790,,599,,,88,217
SUNY Morrisville,www.morrisville.edu,NY,39350,29300,23750,13700,72,2986,407,224,430,420,17,3741,,10,,,,352
SUNY Oneonta,https://suny.oneonta.edu,NY,34478,25028,21473,12023,51,6046,0,1452,460,450,21,6594,956,,576,50,165,660
SUNY Polytechnic Institute,www.sunypoly.edu,NY,34140,24360,21918,12138,65,2256,0,509,490,510,20,2411,,422,88,18,,269
SUNY Westchester Community College,www.sunywcc.edu,NY,,,18626,11236,,11535,1874,,,,,20279,,,,,,
SUNY-System Office,www.suny.edu,NY,,,,,,,,,,,,,,,,,,
Surry Community College,https://www.surry.edu,NC,,,18559,12415,,3073,403,,,,,4040,,,,,,
Susquehanna County Career and Technology Center,www.scctc-school.org,PA,,,,,,65,0,,,,,68,,,,,,
Susquehanna University,www.susqu.edu,PA,62480,62480,51930,51930,72,2393,0,471,,,,2449,177,,353,37,102,493
Sussex County Community College,www.sussex.edu,NJ,,,18351,16251,,2300,405,,,,,3711,,,,,,
Sutter Beauty College,sutterbeautycollege.com,CA,,,,,,71,0,,,,,102,,,,,,
SW School of Business and Technical Careers,www.sws.edu,TX,,,,,,46,0,,,,,88,,,,,,
SW School of Business and Technical Careers-Cosmetology,www.sws.edu,TX,,,,,,17,0,,,,,38,,,,,,
Swarthmore College,www.swarthmore.edu,PA,71167,71167,,,9,1559,0,418,680,700,31,1653,23,52,86,46,34,
Swedish Institute a College of Health Sciences,www.swedishinstitute.edu,NY,,,27277,27277,,705,243,,,,,1189,,,,,,
Sweet Briar College,www.sbc.edu,VA,38100,38100,25100,25100,76,336,0,61,520,470,20,345,,19,10,5,,28
Sylvain Melloul International Hair Academy,smiha.edu,VA,,,,,,88,0,,,,,125,,,,,,
Syracuse University,https://www.syracuse.edu,NY,70636,70636,55086,55086,50,15226,3,3376,590,590,25,28487,315,1073,654,146,172,1777
Tabor College,tabor.edu/,KS,43760,43760,32260,32260,57,656,0,152,470,450,18,774,72,,36,8,,76
Tacoma Community College,https://www.tacomacc.edu,WA,,,13846,8416,,6242,1143,2,,,,9907,53,321,93,,54,600
Taft College,www.taftcollege.edu,CA,19664,12644,14712,7692,,6155,392,,,,,12213,,,,,,
Taft University System,www.taftu.edu,CO,,,,,,3,0,1,,,,9,,,,,,2
Talladega College,www.talladega.edu,AL,23745,23745,17041,17041,,1208,0,126,,,,1018,121,,120,7,12,318
Tallahassee Community College,www.tcc.fl.edu,FL,,,10862,4826,,11914,2667,0,,,,16944,155,,,,,178
Talmudic College of Florida,www.talmudicu.edu,FL,26650,26650,20150,20150,,21,0,5,,,,33,,,,,,
Talmudical Academy-New Jersey,https://talmudicalacademynj.com,NJ,20700,20700,19500,19500,83,58,0,4,,,,101,,,,,,
Talmudical Institute of Upstate New York,https://www.tiuny.org,NY,14550,14550,11950,11950,,6,0,1,,,,10,,,,,,
Talmudical Seminary of Bobov,www.independentrabbinicalcolleges.org/,NY,17700,17700,16000,16000,95,395,0,117,,,,410,,,,,,
Talmudical Seminary Oholei Torah,www.tsot.edu/,NY,21500,21500,15600,15600,94,310,0,9,,,,301,,,,,,
Talmudical Yeshiva of Philadelphia,www.yiml.org/typ/Talmudical_Yeshiva_of_Philadelphia/NetPriceCalculator/,PA,19600,19600,,,84,123,0,17,,,,116,123,,,,,
Tarleton State University,www.tarleton.edu,TX,31755,21795,21275,11315,55,11315,35,2551,480,480,18,12644,,323,373,77,133,1830
Tarrant County College District,www.tccd.edu,TX,,,13807,9379,,51100,5356,,,,,77858,,,,,,
Taylor Andrews Academy of Hair Design-Orem,www.taylorandrew.com,UT,,,,,,182,0,,,,,247,,,,,,
Taylor Andrews Academy of Hair Design-West Jordan,www.taylorandrew.com/,UT,,,,,,213,0,,,,,312,,,,,,
Taylor Andrews Academy-St George,www.taylorandrewstgeorge.com,UT,,,,,,122,0,,,,,185,,,,,,
Taylor Business Institute,www.tbiil.edu,IL,,,17700,17700,88,115,19,,,,,177,,,,,,
Taylor College,www.taylorcollege.edu,FL,,,21196,21196,,135,73,,,,,293,,,,,,
Taylor University,https://www.taylor.edu,IN,47228,47228,37614,37614,78,2167,1,392,540,540,22,2554,247,75,225,31,21,280
Taylortown School of Beauty Inc,www.dorsey.edu/dsb-taylor-info/,MI,,,,,,166,0,,,,,401,,,,,,
TDDS Technical Institute,www.tdds.edu,OH,,,,,63,318,0,,,,,469,,,,,,
Teachers College at Columbia University,www.tc.columbia.edu,NY,,,,,,0,0,0,,,,,,,,,,
Teachers College of San Joaquin,www.teacherscollegesj.edu,CA,,,,,,643,0,0,,,,643,643,,,,,
Technical College of the Lowcountry,www.tcl.edu,SC,,,16146,11394,,2247,208,,,,,3341,,,,,,
Technical College of the Rockies,www.dmtc.edu,CO,,,,,,182,0,,,,,422,,,,,,
Technical Learning Centers Inc,prospectcollege.edu,DC,,,,,,219,0,,,,,609,,,,,,
Telshe Yeshiva-Chicago,https://telsheyeshivachicago.com,IL,17500,17500,19300,19300,100,77,0,1,,,,67,,,,,,
Temple College,www.templejc.edu,TX,,,10098,8178,,4911,544,,,,,6854,,,,,,
Temple University,www.temple.edu,PA,45100,33004,33184,21088,59,29484,0,6252,,,,31942,1268,1708,2237,210,389,6499
Tenaj Salon Institute,www.tenajsaloninstitute.edu,FL,,,,,,103,0,,,,,238,,,,,,
Tennessee Academy of Cosmetology-Shelby Drive,tac.edu,TN,,,,,,,,,,,,,,,,,,
Tennessee Academy of Cosmetology-Stage Road,tac.edu,TN,,,,,,,,,,,,,,,,,,
Tennessee Board of Regents,www.tbr.edu,TN,,,,,,,,,,,,,,,,,,
Tennessee Career Institute,tnci.edu,TN,,,,,,34,0,,,,,85,,,,,,
Tennessee College of Applied Technology Nashville,www.tcatnashville.edu,TN,,,,,,888,0,,,,,1492,,,,,,
Tennessee College of Applied Technology-Athens,www.tcatathens.edu,TN,,,,,,221,0,,,,,735,,,,,,
Tennessee College of Applied Technology-Covington,www.tcatcovington.edu/,TN,,,,,,280,0,,,,,453,,,,,,
Tennessee College of Applied Technology-Crossville,www.tcatcrossville.edu,TN,,,,,,435,0,,,,,675,,,,,,
Tennessee College of Applied Technology-Crump,www.tcatcrump.edu,TN,,,,,,461,0,,,,,524,,,,,,
Tennessee College of Applied Technology-Dickson,https://www.tcatdickson.edu,TN,,,,,,713,0,,,,,1058,,,,,,
Tennessee College of Applied Technology-Elizabethton,www.tcatelizabethton.edu,TN,,,,,,484,0,,,,,776,,,,,,
Tennessee College of Applied Technology-Harriman,www.tcatharriman.edu,TN,,,,,,273,0,,,,,400,,,,,,
Tennessee College of Applied Technology-Hartsville,www.tcathartsville.edu,TN,,,,,,647,0,,,,,821,,,,,,
Tennessee College of Applied Technology-Hohenwald,www.tcathohenwald.edu,TN,,,,,,647,0,,,,,1491,,,,,,
Tennessee College of Applied Technology-Jacksboro,www.tcatjacksboro.edu,TN,,,,,,231,0,,,,,264,,,,,,
Tennessee College of Applied Technology-Jackson,www.tcatjackson.edu,TN,,,,,,547,0,,,,,1290,,,,,,
Tennessee College of Applied Technology-Knoxville,https://www.tcatknoxville.edu/,TN,,,,,,792,0,,,,,2177,,,,,,
Tennessee College of Applied Technology-Livingston,www.tcatlivingston.edu,TN,,,,,,1259,0,,,,,1158,,,,,,
Tennessee College of Applied Technology-McKenzie,www.tcatmckenzie.edu,TN,,,,,,162,0,,,,,253,,,,,,
Tennessee College of Applied Technology-McMinnville,www.tcatmcminnville.edu,TN,,,,,,249,0,,,,,316,,,,,,
Tennessee College of Applied Technology-Memphis,www.tcatmemphis.edu,TN,,,,,,902,0,,,,,1634,,,,,,
Tennessee College of Applied Technology-Morristown,www.tcatmorristown.edu,TN,,,,,,876,0,,,,,1122,,,,,,
Tennessee College of Applied Technology-Murfreesboro,www.tcatmurfreesboro.edu,TN,,,,,,539,0,,,,,973,,,,,,
Tennessee College of Applied Technology-Newbern,www.tcatnewbern.edu,TN,,,,,,461,0,,,,,539,,,,,,
Tennessee College of Applied Technology-Oneida-Huntsville,www.tcatoneida.edu,TN,,,,,,311,0,,,,,450,,,,,,
Tennessee College of Applied Technology-Paris,https://www.tcatparis.edu,TN,,,,,,306,0,,,,,459,,,,,,
Tennessee College of Applied Technology-Pulaski,www.tcatpulaski.edu,TN,,,,,,619,0,,,,,1197,,,,,,
Tennessee College of Applied Technology-Ripley,www.tcatripley.edu,TN,,,,,,197,0,,,,,340,,,,,,
Tennessee College of Applied Technology-Shelbyville,www.tcatshelbyville.edu,TN,,,,,,438,0,,,,,802,,,,,,
Tennessee College of Applied Technology-Whiteville,www.tcatwhiteville.edu,TN,,,,,,269,0,,,,,372,,,,,,
Tennessee School of Beauty of Knoxville Inc,www.tennesseeschoolofbeauty.com,TN,,,,,,221,0,,,,,380,,,,,,
Tennessee State University,www.tnstate.edu,TN,35718,22998,26012,13292,,6121,67,1085,,,,8998,245,452,308,31,90,624
Tennessee Technological University,www.tntech.edu,TN,41995,26131,33195,17331,76,9006,0,2144,530,520,21,10103,375,1812,275,38,199,1077
Tennessee Wesleyan University,www.tnwesleyan.edu,TN,36080,36080,29200,29200,60,977,0,233,470,450,19,1027,112,,18,6,4,220
Terra State Community College,www.terra.edu,OH,23860,19576,15832,11548,,2228,241,,,,,2972,,,,,,
Teterboro School of Aeronautics,www.teterboroschool.com,NJ,,,,,,233,0,,,,,268,,,,,,
Texarkana College,https://www.texarkanacollege.edu,TX,12138,10914,11664,10440,,4239,492,,,,,5579,,,,,,
Texas A & M International University,www.tamiu.edu/,TX,29437,18549,21905,11017,52,6992,0,1187,470,460,16,7779,,349,620,138,53,1116
Texas A & M University-Central Texas,tamuct.edu,TX,,,,,,1913,0,633,,,,2493,,,11,31,,516
Texas A & M University-College Station,www.tamu.edu,TX,55131,29506,44695,19070,68,53743,0,12423,580,590,25,56037,5,12766,4882,661,940,6804
Texas A & M University-Commerce,www.tamuc.edu/,TX,35433,22983,26536,14086,34,8270,0,1752,490,470,17,9527,21,243,200,86,96,1253
Texas A & M University-Corpus Christi,www.tamucc.edu,TX,33714,23337,23985,13608,87,9776,0,1735,500,480,18,11428,8,524,1121,48,161,1365
Texas A & M University-Kingsville,WWW.TAMUK.EDU,TX,38262,23285,29556,14579,89,6976,0,1002,470,470,17,7900,5,1522,443,62,111,547
Texas A & M University-System Office,tamus.edu,TX,,,,,,,,,,,,,,,,,,
Texas A&M University-San Antonio,www.tamusa.edu,TX,38579,26076,27391,14888,30,5703,0,1151,470,460,17,6362,,,281,73,,1535
Texas A&M University-Texarkana,www.tamut.edu,TX,31562,19533,22829,10800,51,1664,0,363,500,490,19,2030,,85,112,35,16,331
Texas Barber College,www.txbarber.edu,TX,,,,,,677,0,,,,,923,,,,,,
Texas Beauty College,texasbeautyinfo.com/,TX,,,,,,70,0,,,,,81,,,,,,
Texas Chiropractic College Foundation Inc,www.txchiro.edu,TX,,,,,,0,0,0,,,,,,,,,,
Texas Christian University,www.tcu.edu/,TX,65684,65684,52540,52540,41,9445,0,2000,580,570,26,9342,408,285,610,46,105,2517
Texas College,www.texascollege.edu,TX,21008,21008,13808,13808,,1042,21,84,,,,1207,94,,114,10,,225
Texas College of Cosmetology-Abilene,www.texascollegecosmetology.com,TX,,,,,,72,0,,,,,85,,,,,,
Texas College of Cosmetology-Lubbock,www.texascollegecosmetology.com,TX,,,,,,71,0,,,,,68,,,,,,
Texas College of Cosmetology-San Angelo,www.texascollegecosmetology.com,TX,,,,,,67,0,,,,,65,,,,,,
Texas County Technical College,www.texascountytech.edu,MO,,,23209,23209,50,63,16,,,,,84,,,,,,
Texas Health and Science University,https://www.thsu.edu,TX,,,,,,4,0,7,,,,6,,,,,,
Texas Health School,ths.edu,TX,,,,,,139,0,,,,,267,,,,,,
Texas Lutheran University,www.tlu.edu,TX,43310,43310,34450,34450,54,1411,0,210,490,500,19,1455,119,,77,17,68,238
Texas Southern University,www.tsu.edu,TX,37793,25343,28129,15679,57,7604,0,973,420,410,15,8961,,325,754,44,88,1446
Texas Southmost College,www.tsc.edu,TX,,,11136,9936,,7130,505,,,,,8458,,,,,,
Texas State Technical College,www.tstc.edu,TX,24040,19530,14478,9968,,12445,1792,,,,,16847,,,,,,
Texas State University,www.txstate.edu,TX,34750,23130,27540,15920,46,34187,0,7024,510,500,20,37365,,866,1879,304,257,4473
Texas Tech University,www.ttu.edu,TX,34432,24472,24660,14700,71,31957,0,6236,540,530,22,32641,,4411,1744,406,627,3706
Texas Tech University Health Sciences Center,https://www.ttuhsc.edu,TX,,,,,,1520,0,1155,,,,2529,,,,,,
Texas Tech University Health Sciences Center-El Paso,elpaso.ttuhsc.edu/,TX,,,,,,264,0,121,,,,370,,,,,,
Texas Tech University System Administration,www.texastech.edu,TX,,,,,,,,,,,,,,,,,,
Texas Wesleyan University,www.txwes.edu,TX,46252,46252,36144,36144,36,1456,0,374,460,470,20,2089,97,,92,,6,399
Texas Woman's University,www.twu.edu,TX,30232,20272,21281,11321,87,10388,0,2134,490,480,17,12131,,,398,87,23,911
Textures Institute of Cosmetology,texturesinstitute.org,IN,,,,,,22,0,,,,,22,,,,,,
Thaddeus Stevens College of Technology,www.stevenscollege.edu,PA,18680,18680,12230,12230,77,1233,358,,,,,1246,,,,,,
Thanh Le College School of Cosmetology,WWW.thanhlecollege.com,CA,,,,,,44,0,,,,,58,,,,,,
The  Beauty Institute,https://www.thebeautyinstituteskp.edu,PA,,,,,,31,0,,,,,107,,,,,,
The Academy of Hair Design Six,www.academyofhair.com,MS,,,,,,51,0,,,,,83,,,,,,
The Academy of Radio and TV Broadcasting,WWW.ARBRADIO.COM,CA,,,,,,26,0,,,,,36,,,,,,
The Ailey School,www.theaileyschool.edu,NY,33705,33705,22180,22180,38,93,0,,,,,114,,,,,,
The Art Institute of Atlanta,www.artinstitutes.edu/atlanta,GA,,,23125,23125,,1246,82,243,,,,2151,,,,,,108
The Art Institute of Austin,www.artinstitutes.edu/austin/,TX,,,23197,23197,,546,16,140,,,,867,,,,,,23
The Art Institute of Charleston,www.artinstitutes.edu/charleston,SC,,,,,,,15,61,,,,433,,,,,,
The Art Institute of Charlotte,www.artinstitutes.edu/charlotte,NC,,,,,,,55,65,,,,639,,,,,,
The Art Institute of Cincinnati-AIC College of Design,www.aic-arts.edu,OH,,,24607,24607,41,17,1,4,,,,26,,,,,,
The Art Institute of Colorado,www.artinstitutes.edu/denver/,CO,,,,,,,37,120,,,,850,,,,,,
The Art Institute of Fort Lauderdale,www.artinstitutes.edu/fort-lauderdale,FL,,,,,,,105,151,,,,865,,,,,,
The Art Institute of Houston,www.artinstitutes.edu/houston,TX,,,23197,23197,,947,96,187,,,,1559,,,,,,39
The Art Institute of Indianapolis,www.artinstitutes.edu/indianapolis,IN,,,,,,,70,76,,,,744,,,,,,
The Art Institute of Las Vegas,www.artinstitutes.edu/las-vegas,NV,,,22945,22945,,592,45,82,,,,978,1,,,,,8
The Art Institute of Michigan,www.artinstitutes.edu/detroit/,MI,,,,,,,41,75,,,,730,,,,,,
The Art Institute of Ohio-Cincinnati,,OH,,,,,,,,,,,,,,,,,,
The Art Institute of Philadelphia,www.artinstitutes.edu/philadelphia/,PA,,,,,,,66,117,,,,1146,,,,,,
The Art Institute of Phoenix,www.artinstitutes.edu/phoenix/,AZ,,,,,,,29,132,,,,870,,,,,,
The Art Institute of Pittsburgh,www.artinstitutes.edu/pittsburgh,PA,,,23161,23161,,,23,125,,,,536,,,,,,
The Art Institute of Pittsburgh-Online Division,www.aionline.edu/,PA,,,19669,19669,,,191,364,,,,4666,,,,,,
The Art Institute of Portland,www.artinstitutes.edu/portland/,OR,,,,,,,12,141,,,,661,,,,,,
The Art Institute of Raleigh-Durham,www.artinstitutes.edu/raleigh-durham,NC,,,,,,,11,64,,,,509,,,,,,
The Art Institute of San Antonio,www.artinstitutes.edu/san-antonio,TX,,,23197,23197,,671,44,123,,,,1013,,,,,,25
The Art Institute of Seattle,www.artinstitutes.edu/seattle,WA,,,23089,23089,,,45,143,,,,1123,,,,,,
The Art Institute of Tennessee-Nashville,www.artinstitutes.edu/nashville/,TN,,,,,,,47,78,,,,520,,,,,,
The Art Institute of Virginia Beach,www.artinstitutes.edu/virginia-beach/,VA,,,23125,23125,,307,15,81,,,,486,,,,,,33
The Art Institute of Washington,www.artinstitutes.edu/arlington,VA,,,,,,,31,119,,,,675,,,,,,
The Artisan College of Cosmetology,,OH,,,,,,,,,,,,,,,,,,
The Baptist College of Florida,www.baptistcollege.edu,FL,19062,19062,14450,14450,85,448,3,79,430,400,17,443,30,,,,,24
The Barber School,www.thebarberschool.com,UT,,,,,,149,0,,,,,215,,,,,,
The Beauty Institute,thebeautyinstitute.edu,FL,,,,,,25,0,,,,,47,,,,,,
The Beauty Institute-Ambler,ambler.thebeautyinstituteskp.edu/,PA,,,,,,104,0,,,,,299,,,,,,
The Beauty School,www.thebeautyinstituteskp.edu,PA,,,,,,32,0,,,,,80,,,,,,
The Beauty School,thebeautyschoolmh.com,AR,,,,,,15,0,,,,,17,,,,,,
